,Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
103,1196,1995,NBA,2,33,BOS,Junior Burrough,22.166,F,us,University of Virginia,1996,1996,61,8.1,3.1,1.8,0.2,0.2,0.2,.376,.376,,.656,-0.2,-0.018
104,1197,1998,NBA,2,56,VAN,J.R. Henderson,21.242,F,us,"University of California, Los Angeles",1999,1999,30,11.0,3.2,1.6,0.7,0.3,0.1,.365,.363,.400,.556,-0.2,-0.025
105,1198,1999,NBA,2,39,CLE,A.J. Bramlett,22.176,C,us,University of Arizona,2000,2000,8,7.6,1.0,2.8,0.0,0.1,0.0,.190,.190,,,-0.2,-0.129
106,1199,2000,NBA,2,39,NYK,Lavor Postell,22.128,G,us,St. John's University,2001,2003,61,7.3,3.2,0.7,0.2,0.2,0.0,.335,.364,.250,.795,-0.2,-0.025
107,1200,2000,NBA,2,52,MIA,Ernest Brown,21.048,C,us,Indian Hills Community College,2002,2002,3,7.0,1.0,2.0,0.0,0.0,0.3,.167,.167,,.250,-0.2,-0.349
0,1201,2001,NBA,2,36,CLE,Jeff Trepagnier,21.357,G,us,University of Southern California,2002,2004,31,8.7,2.8,1.4,0.7,0.6,0.1,.337,.318,.462,.700,-0.2,-0.038
1,1202,2003,NBA,1,16,BOS,Troy Bell,22.233,G,us,Boston College,2004,2004,6,5.7,1.8,0.7,0.7,0.2,0.0,.222,.286,.000,1.000,-0.2,-0.326
2,1203,2003,NBA,2,30,NYK,Maciej Lampe,18.145,C,pl,,2004,2006,64,9.9,3.4,2.2,0.3,0.1,0.2,.407,.413,.250,.676,-0.2,-0.014
3,1204,2003,NBA,2,58,DET,Andreas Glyniadakis,21.314,C,gr,,2007,2007,13,6.2,1.3,0.6,0.1,0.0,0.0,.471,.471,,.500,-0.2,-0.143
4,1205,2004,NBA,1,23,POR,Sergei Monia,21.076,F,ru,,2006,2006,26,13.2,3.0,2.0,0.7,0.3,0.2,.333,.377,.265,.714,-0.2,-0.025
5,1206,2004,NBA,2,33,LAC,Lionel Chalmers,23.232,G,us,Xavier University,2005,2005,36,12.0,3.1,0.9,1.4,0.4,0.0,.336,.395,.245,.625,-0.2,-0.025
6,1207,2004,NBA,2,46,POR,Ha Seung-Jin,18.329,C,kr,,2005,2006,46,6.9,1.5,1.5,0.1,0.1,0.3,.519,.519,,.500,-0.2,-0.029
7,1208,2005,NBA,2,41,TOR,Roko Ukic,21.052,G,hr,,2009,2010,85,11.6,4.0,0.9,1.9,0.4,0.0,.387,.439,.189,.746,-0.2,-0.007
8,1209,2005,NBA,2,43,NJN,Mile Ilic,21.031,C,ba,,2007,2007,5,1.2,0.0,0.2,0.0,0.0,0.0,.000,.000,,,-0.2,-1.264
9,1210,2005,NBA,2,60,DET,Alex Acker,22.164,G,us,Pepperdine University,2006,2009,30,7.8,2.7,1.0,0.5,0.2,0.1,.370,.388,.320,.500,-0.2,-0.043
10,1211,2006,NBA,2,59,SAS,Damir Markota,20.189,C,ba,,2007,2007,30,5.7,1.7,1.0,0.2,0.1,0.0,.365,.361,.375,.636,-0.2,-0.070
11,1212,2007,NBA,2,53,POR,Demetris Nichols,22.302,F,us,Syracuse University,2008,2009,18,3.2,1.2,0.4,0.1,0.0,0.2,.281,.353,.200,.500,-0.2,-0.203
12,1213,2007,NBA,2,59,PHO,D.J. Strawberry,22.018,G,us,University of Maryland,2008,2008,33,8.2,2.2,0.8,0.9,0.4,0.2,.315,.343,.240,.474,-0.2,-0.031
13,1214,2009,NBA,1,11,NJN,Terrence Williams,22.003,F,us,University of Louisville,2010,2013,153,19.1,7.1,3.6,2.4,0.5,0.1,.412,.432,.317,.659,-0.2,-0.004
14,1215,2010,NBA,1,21,OKC,Craig Brackins,22.264,F,us,Iowa State University,2011,2012,17,7.1,1.8,1.1,0.5,0.1,0.1,.265,.286,.214,.500,-0.2,-0.089
15,1216,2010,NBA,2,37,MIL,Darington Hobson,22.274,G,us,University of New Mexico,2012,2012,5,7.8,0.8,0.6,1.2,0.0,0.0,.154,.286,.000,,-0.2,-0.225
16,1217,2010,NBA,2,38,NYK,Andy Rautins,23.240,G,us,Syracuse University,2011,2011,5,4.8,1.6,0.2,0.6,0.2,0.0,.429,.667,.250,.500,-0.2,-0.314
17,1218,2012,NBA,2,54,PHI,Tornike Shengelia,20.272,F,ge,,2013,2014,45,5.5,1.3,0.9,0.4,0.1,0.0,.451,.512,.125,.500,-0.2,-0.032
18,1219,2013,NBA,2,35,PHI,Glen Rice,22.183,G,us,Georgia Institute of Technology,2014,2015,16,9.5,2.7,1.5,0.6,0.4,0.1,.269,.286,.250,.692,-0.2,-0.065
19,1220,2013,NBA,2,56,DET,Peyton Siva,22.252,G,us,University of Louisville,2014,2014,24,9.3,2.3,0.6,1.4,0.4,0.0,.316,.344,.280,.733,-0.2,-0.032
22,1221,2014,NBA,2,47,PHI,Russ Smith,23.074,G,us,University of Louisville,2015,2016,27,4.9,2.0,0.6,0.7,0.3,0.0,.319,.387,.188,.769,-0.2,-0.068
23,1222,2015,NBA,2,34,LAL,Anthony Brown,22.263,F-G,us,Stanford University,2016,2018,41,18.6,3.9,2.5,0.7,0.5,0.1,.328,.380,.286,.850,-0.2,-0.016
24,1223,2017,NBA,2,39,PHI,Jawun Evans,20.336,G,us,Oklahoma State University,2018,2018,48,16.2,4.8,1.8,2.1,0.8,0.1,.352,.372,.278,.776,-0.2,-0.011
25,1224,1992,NBA,1,26,POR,Dave Johnson,21.226,G-F,us,Syracuse University,1993,1994,59,8.1,3.5,1.1,0.3,0.2,0.0,.365,.378,.200,.663,-0.3,-0.032
26,1225,1992,NBA,2,38,ATL,Elmer Bennett,22.137,G,us,University of Notre Dame,1995,1997,21,7.6,2.3,0.5,1.0,0.4,0.0,.340,.361,.273,.722,-0.3,-0.095
27,1226,1993,NBA,2,40,ATL,Rich Manning,23.013,C,us,University of Washington,1996,1997,55,9.3,3.3,1.7,0.2,0.1,0.1,.415,.416,.400,.643,-0.3,-0.028
28,1227,1995,NBA,2,42,ATL,Donnie Boyce,21.304,G,us,University of Colorado,1996,1997,30,6.5,2.6,0.8,0.5,0.4,0.2,.349,.387,.250,.500,-0.3,-0.064
29,1228,1996,NBA,1,21,NYK,Dontae' Jones,21.030,F,us,Mississippi State University,1998,1998,15,6.1,2.9,0.6,0.3,0.1,0.2,.333,.382,.261,,-0.3,-0.175
30,1229,2002,NBA,2,54,NJN,Tamar Slay,22.090,G,us,Marshall University,2003,2005,66,7.8,2.6,1.1,0.5,0.4,0.1,.361,.392,.265,.538,-0.3,-0.029
31,1230,2011,NBA,2,32,CLE,Justin Harper,21.302,F,us,University of Richmond,2012,2017,22,6.8,2.0,0.8,0.2,0.1,0.1,.340,.417,.276,.333,-0.3,-0.093
32,1231,2011,NBA,2,41,LAL,Darius Morris,20.176,G,us,University of Michigan,2012,2015,132,11.1,3.3,1.0,1.4,0.3,0.0,.384,.416,.322,.630,-0.3,-0.010
33,1232,2012,NBA,2,47,UTA,Kevin Murphy,22.120,G,us,Tennessee Technological University,2013,2013,17,3.1,0.9,0.2,0.1,0.1,0.0,.250,.261,.200,,-0.3,-0.272
34,1233,2012,NBA,2,55,DAL,Darius Johnson-Odom,22.279,G,us,Marquette University,2013,2014,7,3.0,0.0,0.9,0.3,0.1,0.0,.000,.000,.000,.000,-0.3,-0.597
35,1234,2014,NBA,2,56,DEN,Roy Devyn Marble,21.283,G-F,us,University of Iowa,2015,2016,44,10.4,2.2,1.6,0.7,0.5,0.1,.304,.377,.222,.375,-0.3,-0.028
36,1235,2016,NBA,1,4,PHO,Dragan Bender,18.223,F,ba,,2017,2018,125,21.1,5.4,3.7,1.2,0.3,0.6,.378,.441,.345,.694,-0.3,-0.005
37,1236,2016,NBA,2,43,HOU,Zhou Qi,20.164,F-C,cn,,2018,2018,18,6.9,1.2,1.2,0.1,0.1,0.8,.188,.308,.105,.667,-0.3,-0.104
38,1237,2016,NBA,2,47,ORL,Jake Layman,22.114,F,us,University of Maryland,2017,2018,70,5.8,1.6,0.6,0.3,0.2,0.1,.294,.354,.239,.750,-0.3,-0.041
39,1238,2016,NBA,2,50,IND,Georges Niang,23.012,F,us,Iowa State University,2017,2018,32,3.9,0.9,0.8,0.3,0.2,0.0,.277,.387,.063,.750,-0.3,-0.132
40,1239,2017,NBA,2,32,PHO,Davon Reed,22.017,G,us,University of Miami,2018,2018,21,11.5,3.0,1.9,0.6,0.5,0.1,.289,.289,.289,.667,-0.3,-0.059
41,1240,1993,NBA,2,32,PHI,Alphonso Ford,21.248,G,us,Mississippi Valley State University,1994,1995,11,10.4,3.2,1.8,0.9,0.3,0.0,.308,.357,.100,.500,-0.4,-0.153
44,1241,1999,NBA,1,12,TOR,Aleksandar Radojevic,22.331,C,me,Barton County Community College,2000,2005,15,10.1,1.7,2.4,0.5,0.1,0.2,.308,.308,,.625,-0.4,-0.130
45,1242,2001,NBA,1,21,BOS,Joseph Forte,20.101,G,us,University of North Carolina,2002,2003,25,5.0,1.2,0.7,0.7,0.2,0.0,.234,.268,.000,.800,-0.4,-0.166
46,1243,2002,NBA,1,19,UTA,Ryan Humphrey,22.343,F,us,University of Notre Dame,2003,2005,85,9.1,2.3,2.2,0.2,0.2,0.2,.344,.348,.000,.539,-0.4,-0.027
47,1244,2004,NBA,1,8,TOR,Rafael Araujo,23.322,C,br,Brigham Young University,2005,2007,139,11.4,2.8,2.8,0.3,0.4,0.1,.405,.407,.250,.679,-0.4,-0.013
48,1245,2008,NBA,2,55,POR,Mike Taylor,22.162,G,us,Iowa State University,2009,2009,51,15.1,5.7,1.7,2.1,0.7,0.0,.412,.427,.325,.691,-0.4,-0.028
49,1246,2009,NBA,1,30,CLE,Christian Eyenga,20.008,F,cd,,2011,2012,51,20.6,6.3,2.7,0.8,0.7,0.6,.411,.464,.277,.611,-0.4,-0.020
50,1247,2013,NBA,1,30,PHO,Nemanja Nedovic,22.017,G,rs,,2014,2014,24,5.9,1.1,0.6,0.5,0.0,0.0,.205,.238,.167,.875,-0.4,-0.132
51,1248,2014,NBA,1,20,TOR,Bruno Caboclo,18.283,F,br,,2015,2018,35,6.1,1.5,1.0,0.3,0.2,0.2,.282,.316,.242,.833,-0.4,-0.080
52,1249,2016,NBA,2,54,ATL,Kay Felder,21.092,G,us,Oakland University,2017,2018,58,9.1,3.8,1.0,1.3,0.4,0.1,.364,.385,.268,.754,-0.4,-0.041
53,1250,1992,NBA,2,36,LAL,Duane Cooper,23.005,G,us,University of Southern California,1993,1994,88,8.9,2.3,0.7,2.0,0.2,0.0,.402,.444,.216,.720,-0.5,-0.032
54,1251,2001,NBA,1,16,CHH,Kirk Haston,22.115,F,us,Indiana University,2002,2003,27,5.0,1.2,1.0,0.3,0.0,0.2,.232,.260,.000,.500,-0.5,-0.197
55,1252,2002,NBA,1,27,LAL,Chris Jefferies,22.139,G-F,us,"California State University, Fresno",2003,2004,72,12.0,3.9,1.2,0.4,0.3,0.3,.383,.394,.365,.667,-0.5,-0.030
56,1253,2001,NBA,1,23,HOU,Brandon Armstrong,21.016,G,us,Pepperdine University,2002,2004,108,6.5,2.2,0.6,0.2,0.2,0.0,.352,.358,.333,.600,-0.6,-0.039
57,1254,2003,NBA,1,15,ORL,Reece Gaines,22.175,G,us,University of Louisville,2004,2006,71,8.5,1.7,0.7,0.7,0.2,0.0,.324,.336,.269,.606,-0.6,-0.049
58,1255,2004,NBA,2,53,MIA,Matt Freije,22.271,F,us,Vanderbilt University,2005,2007,42,14.0,3.2,2.0,0.6,0.4,0.1,.293,.343,.224,.714,-0.6,-0.047
59,1256,2013,NBA,2,43,MIL,Ricky Ledo,20.295,G,us,Providence College,2014,2015,28,9.9,3.9,1.4,0.8,0.3,0.0,.336,.321,.371,.769,-0.6,-0.096
60,1257,2014,NBA,1,15,ATL,Adreian Payne,23.133,F-C,us,Michigan State University,2015,2018,107,13.1,4.0,2.9,0.6,0.4,0.3,.406,.430,.254,.680,-0.6,-0.019
61,1258,2014,NBA,2,34,NYK,Cleanthony Early,23.076,F,us,Wichita State University,2015,2016,56,14.3,4.3,2.2,0.8,0.5,0.3,.346,.400,.263,.750,-0.6,-0.039
62,1259,2015,NBA,1,17,MIL,Rashad Vaughn,18.317,G,us,"University of Nevada, Las Vegas",2016,2018,139,12.0,3.0,1.1,0.5,0.4,0.2,.337,.366,.313,.692,-0.6,-0.017
63,1260,2017,NBA,1,5,SAC,De'Aaron Fox,19.189,G,us,University of Kentucky,2018,2018,73,27.8,11.6,2.8,4.4,1.0,0.3,.412,.436,.307,.723,-0.6,-0.014
66,1261,1994,NBA,1,14,NJN,Yinka Dare,21.267,C,ng,George Washington University,1995,1998,110,9.1,2.1,2.6,0.0,0.1,0.6,.396,.396,,.570,-0.7,-0.033
67,1262,1994,NBA,1,20,PHI,B.J. Tyler,23.066,G,us,University of Texas at Austin,1995,1995,55,14.7,3.5,1.1,3.2,0.7,0.0,.381,.406,.314,.700,-0.7,-0.039
68,1263,1998,NBA,2,35,DAL,Bruno Sundov,18.139,C,hr,,1999,2005,102,5.1,1.7,1.0,0.2,0.1,0.1,.356,.374,.208,.526,-0.7,-0.062
69,1264,2001,NBA,2,37,PHI,Damone Brown,22.005,F,us,Syracuse University,2002,2005,39,9.0,2.8,1.3,0.5,0.1,0.2,.336,.342,.286,.667,-0.7,-0.100
70,1265,2005,NBA,2,53,BOS,Orien Greene,23.150,G,us,University of Louisiana at Lafayette,2006,2011,131,11.9,2.5,1.5,1.2,0.7,0.1,.387,.420,.212,.642,-0.7,-0.022
71,1266,2011,NBA,2,49,MEM,Josh Selby,20.093,G,us,University of Kansas,2012,2013,38,7.8,2.2,0.5,0.9,0.2,0.0,.330,.384,.143,.720,-0.7,-0.113
72,1267,2017,NBA,1,4,PHO,Josh Jackson,20.137,F-G,us,University of Kansas,2018,2018,77,25.4,13.1,4.6,1.5,1.0,0.5,.417,.464,.263,.634,-0.7,-0.018
73,1268,2017,NBA,1,9,DAL,Dennis Smith,19.214,G,us,North Carolina State University,2018,2018,69,29.7,15.2,3.8,5.2,1.0,0.3,.395,.436,.313,.694,-0.7,-0.017
74,1269,1996,NBA,1,28,ATL,Priest Lauderdale,22.305,C,us,Central State University,1997,1998,74,7.1,3.4,1.9,0.4,0.1,0.4,.472,.474,.000,.554,-0.8,-0.074
75,1270,1997,NBA,1,28,CHI,Keith Booth,22.265,F,us,University of Maryland,1998,1999,45,10.0,2.9,2.2,0.9,0.5,0.2,.325,.342,.091,.563,-0.8,-0.080
76,1271,2000,NBA,1,14,DET,Mateen Cleaves,22.300,G,us,Michigan State University,2001,2006,167,11.2,3.6,1.0,1.9,0.4,0.0,.389,.399,.267,.728,-0.8,-0.021
77,1272,2011,NBA,1,21,POR,Nolan Smith,22.338,G,us,Duke University,2012,2013,84,9.9,3.3,1.0,1.2,0.3,0.0,.371,.407,.260,.714,-0.8,-0.047
78,1273,1998,NBA,1,28,CHI,Corey Benjamin,20.125,G,us,Oregon State University,1999,2003,153,14.3,5.5,1.7,0.9,0.5,0.3,.390,.423,.289,.652,-0.9,-0.019
79,1274,1999,NBA,1,14,MIN,William Avery,19.331,G,us,Duke University,2000,2002,142,8.5,2.7,0.7,1.4,0.2,0.0,.330,.376,.255,.714,-0.9,-0.034
80,1275,2000,NBA,1,24,CHI,Dalibor Bagaric,20.147,C,de,,2001,2003,95,10.2,2.6,2.5,0.4,0.3,0.5,.361,.363,.000,.559,-0.9,-0.043
81,1276,2006,NBA,1,28,DAL,Maurice Ager,22.145,G,us,Michigan State University,2007,2011,82,6.2,2.1,0.6,0.2,0.1,0.1,.339,.366,.250,.566,-0.9,-0.089
82,1277,2012,NBA,1,29,CHI,Marquis Teague,19.125,G,us,University of Kentucky,2013,2018,91,10.0,2.4,1.0,1.5,0.3,0.1,.343,.369,.222,.661,-0.9,-0.045
83,1278,2012,NBA,2,41,POR,Tyshawn Taylor,22.083,G,us,University of Kansas,2013,2014,61,8.0,2.9,0.5,0.9,0.4,0.0,.354,.353,.360,.684,-0.9,-0.088
84,1279,2016,NBA,2,42,UTA,Isaiah Whitehead,21.113,G,us,Seton Hall University,2017,2018,89,20.5,7.2,2.4,2.4,0.6,0.4,.411,.452,.305,.788,-0.9,-0.025
85,1280,2017,NBA,1,8,NYK,Frank Ntilikina,18.334,G,be,,2018,2018,78,21.9,5.9,2.3,3.2,0.8,0.2,.364,.385,.318,.721,-0.9,-0.026
88,1281,2001,NBA,2,54,DAL,Kenny Satterfield,20.083,G,us,University of Cincinnati,2002,2003,75,14.2,4.3,1.3,2.3,0.7,0.0,.335,.355,.218,.746,-1.1,-0.051
89,1282,2009,NBA,1,6,MIN,Jonny Flynn,20.144,G,us,Syracuse University,2010,2012,163,22.9,9.2,1.9,3.9,0.7,0.0,.400,.420,.338,.809,-1.1,-0.015
90,1283,1993,NBA,1,7,SAC,Bobby Hurley,22.008,G,us,Duke University,1994,1998,269,15.5,3.8,1.1,3.3,0.4,0.0,.353,.377,.272,.769,-1.2,-0.014
91,1284,1998,NBA,2,49,ATL,Cory Carr,22.207,G,us,Texas Tech University,1999,1999,42,14.9,4.1,1.2,1.6,0.5,0.2,.329,.355,.167,.750,-1.2,-0.089
92,1285,2012,NBA,1,25,MEM,Tony Wroten,19.081,G,us,University of Washington,2013,2016,145,21.2,11.1,2.5,3.0,0.9,0.2,.413,.477,.231,.647,-1.3,-0.021
93,1286,2006,NBA,1,3,CHA,Adam Morrison,21.349,F,us,Gonzaga University,2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,.373,.391,.331,.710,-1.4,-0.021
94,1287,1997,NBA,1,24,HOU,Rodrick Rhodes,23.280,G-F,us,University of Southern California,1998,2000,72,17.1,5.3,1.2,1.7,1.0,0.2,.347,.354,.200,.620,-1.6,-0.064
95,1288,2002,NBA,1,5,DEN,Nikoloz Tskitishvili,19.078,F,ge,,2003,2006,172,11.3,2.9,1.8,0.7,0.3,0.3,.304,.332,.235,.730,-1.6,-0.039
96,1289,2006,NBA,1,29,NYK,Mardy Collins,21.333,G,us,Temple University,2007,2010,189,14.7,3.9,1.8,1.7,0.6,0.1,.380,.396,.299,.599,-1.6,-0.027
97,1290,2015,NBA,1,7,DEN,Emmanuel Mudiay,19.116,G,cd,,2016,2018,187,25.2,10.8,3.0,4.3,0.8,0.3,.374,.396,.317,.731,-2.0,-0.020
98,1291,1992,NBA,2,40,NJN,Steve Rogers,,,,Alabama State University,,,,,,,,,,,,,,,
99,1292,1992,NBA,2,44,SAS,Henry Williams,,,,University of North Carolina at Charlotte,,,,,,,,,,,,,,,
100,1293,1992,NBA,2,49,PHO,Ron Ellis,,,,Louisiana Tech University,,,,,,,,,,,,,,,
101,1294,1992,NBA,2,51,MIN,Tim Burroughs,,,,Jacksonville University,,,,,,,,,,,,,,,
102,1295,1992,NBA,2,53,HOU,Curtis Blair,,,,University of Richmond,,,,,,,,,,,,,,,
103,1296,1992,NBA,2,54,SAC,Brett Roberts,,,,Morehead State University,,,,,,,,,,,,,,,
104,1297,1993,NBA,2,29,MIN,Sherron Mills,,,,Virginia Commonwealth University,,,,,,,,,,,,,,,
105,1298,1993,NBA,2,36,NJN,John Best,,,,Tennessee Technological University,,,,,,,,,,,,,,,
106,1299,1993,NBA,2,38,WSB,Conrad McRae,,,,Syracuse University,,,,,,,,,,,,,,,
107,1300,1993,NBA,2,39,IND,Thomas Hill,,,,Duke University,,,,,,,,,,,,,,,
0,1301,1993,NBA,2,41,CHI,Anthony Reed,,,,Tulane University,,,,,,,,,,,,,,,
1,1302,1993,NBA,2,44,SAC,Alex Holcombe,,,,Baylor University,,,,,,,,,,,,,,,
2,1303,1993,NBA,2,49,PHO,Mark Buford,,,,Mississippi Valley State University,,,,,,,,,,,,,,,
3,1304,1993,NBA,2,50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,,
4,1305,1993,NBA,2,51,IND,Spencer Dunkley,,,,University of Delaware,,,,,,,,,,,,,,,
5,1306,1993,NBA,2,53,LAC,Leonard White,,,,Southern University and A&M College,,,,,,,,,,,,,,,
6,1307,1993,NBA,2,54,PHO,Byron Wilson,,,,University of Utah,,,,,,,,,,,,,,,
7,1308,1994,NBA,2,28,DAL,Deon Thomas,,,,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,
8,1309,1994,NBA,2,31,ORL,Rodney Dent,,,,University of Kentucky,,,,,,,,,,,,,,,
9,1310,1994,NBA,2,36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,,
10,1311,1994,NBA,2,41,IND,William Njoku,,,,,,,,,,,,,,,,,,,
11,1312,1994,NBA,2,42,CLE,Gary Collier,,,,University of Tulsa,,,,,,,,,,,,,,,
12,1313,1994,NBA,2,44,IND,Damon Bailey,,,,Indiana University,,,,,,,,,,,,,,,
13,1314,1994,NBA,2,48,DET,Jevon Crudup,,,,University of Missouri,,,,,,,,,,,,,,,
14,1315,1994,NBA,2,49,CHI,Kris Bruton,,,,Benedict College,,,,,,,,,,,,,,,
15,1316,1994,NBA,2,53,HOU,Albert Burditt,,,,University of Texas at Austin,,,,,,,,,,,,,,,
16,1317,1995,NBA,2,38,MIL,Rashard Griffith,,,,University of Wisconsin,,,,,,,,,,,,,,,
17,1318,1995,NBA,2,41,HOU,Erik Meek,,,,Duke University,,,,,,,,,,,,,,,
18,1319,1995,NBA,2,44,DEN,Anthony Pelle,,,,"California State University, Fresno",,,,,,,,,,,,,,,
19,1320,1995,NBA,2,45,ATL,Troy Brown,,,,Providence College,,,,,,,,,,,,,,,
22,1321,1995,NBA,2,46,MIA,George Banks,,,,University of Texas at El Paso,,,,,,,,,,,,,,,
23,1322,1995,NBA,2,51,SAC,Dejan Bodiroga,,,,,,,,,,,,,,,,,,,
24,1323,1995,NBA,2,53,LAC,Constantin Popa,,,,University of Miami,,,,,,,,,,,,,,,
25,1324,1995,NBA,2,54,SEA,Aurelijius Zukauskas,,,,,,,,,,,,,,,,,,,
26,1325,1996,NBA,2,32,PHI,Ryan Minor,,,,University of Oklahoma,,,,,,,,,,,,,,,
27,1326,1996,NBA,2,34,DAL,Shawn Harvey,,,,West Virginia State University,,,,,,,,,,,,,,,
28,1327,1996,NBA,2,35,SEA,Joseph Blair,,,,University of Arizona,,,,,,,,,,,,,,,
29,1328,1996,NBA,2,36,LAC,Doron Sheffer,,,,University of Connecticut,,,,,,,,,,,,,,,
30,1329,1996,NBA,2,39,PHO,Russ Millard,,,,University of Iowa,,,,,,,,,,,,,,,
31,1330,1996,NBA,2,40,GSW,Marcus Mann,,,,Mississippi Valley State University,,,,,,,,,,,,,,,
32,1331,1996,NBA,2,45,SEA,Joe Vogel,,,,Colorado State University,,,,,,,,,,,,,,,
33,1332,1996,NBA,2,47,SEA,Ron Riley,,,,Arizona State University,,,,,,,,,,,,,,,
34,1333,1996,NBA,2,50,HOU,Terrell Bell,,,,University of Georgia,,,,,,,,,,,,,,,
35,1334,1996,NBA,2,55,WSB,Ronnie Henderson,,,,Louisiana State University,,,,,,,,,,,,,,,
36,1335,1996,NBA,2,58,DAL,Darnell Robinson,,,,University of Arkansas,,,,,,,,,,,,,,,
37,1336,1997,NBA,2,29,HOU,Serge Zwikker,,,,University of North Carolina,,,,,,,,,,,,,,,
38,1337,1997,NBA,2,30,MIA,Mark Sanford,,,,University of Washington,,,,,,,,,,,,,,,
39,1338,1997,NBA,2,40,SEA,Eddie Elisma,,,,Georgia Institute of Technology,,,,,,,,,,,,,,,
40,1339,1997,NBA,2,43,MIN,Gordon Malone,,,,West Virginia University,,,,,,,,,,,,,,,
41,1340,1997,NBA,2,49,ATL,Alain Digbeu,,,,,,,,,,,,,,,,,,,
44,1341,1997,NBA,2,52,VAN,C.J. Bruton,,,,Indian Hills Community College,,,,,,,,,,,,,,,
45,1342,1997,NBA,2,53,LAL,Paul Rogers,,,,Gonzaga University,,,,,,,,,,,,,,,
46,1343,1997,NBA,2,55,BOS,Ben Pepper,,,,,,,,,,,,,,,,,,,
47,1344,1997,NBA,2,56,UTA,Nate Erdmann,,,,University of Oklahoma,,,,,,,,,,,,,,,
48,1345,1997,NBA,2,57,CHI,Roberto Duenas,,,,,,,,,,,,,,,,,,,
49,1346,1998,NBA,2,50,CHH,Andrew Betts,,,,"California State University, Long Beach",,,,,,,,,,,,,,,
50,1347,1998,NBA,2,51,MIA,Corey Brewer,,,,University of Oklahoma,,,,,,,,,,,,,,,
51,1348,1999,NBA,1,15,NYK,Frederic Weis,,,,,,,,,,,,,,,,,,,
52,1349,1999,NBA,2,31,LAC,Rico Hill,,,,Illinois State University,,,,,,,,,,,,,,,
53,1350,1999,NBA,2,42,MIN,Louis Bullock,,,,University of Michigan,,,,,,,,,,,,,,,
54,1351,1999,NBA,2,44,HOU,Tyrone Washington,,,,Mississippi State University,,,,,,,,,,,,,,,
55,1352,1999,NBA,2,46,NYK,J.R. Koch,,,,University of Iowa,,,,,,,,,,,,,,,
56,1353,1999,NBA,2,48,MIL,Galen Young,,,,University of North Carolina at Charlotte,,,,,,,,,,,,,,,
57,1354,1999,NBA,2,50,HOU,Venson Hamilton,21.328,C,us,University of Nebraska,,,,,,,,,,,,,,,
58,1355,1999,NBA,2,51,VAN,Antwain Smith,,,,Saint Paul's College,,,,,,,,,,,,,,,
59,1356,1999,NBA,2,52,POR,Roberto Bergersen,,,,Boise State University,,,,,,,,,,,,,,,
60,1357,1999,NBA,2,54,DET,Melvin Levett,,,,University of Cincinnati,,,,,,,,,,,,,,,
61,1358,1999,NBA,2,55,BOS,Kris Clack,,,,University of Texas at Austin,,,,,,,,,,,,,,,
62,1359,1999,NBA,2,58,UTA,Eddie Lucas,,,,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,
63,1360,2000,NBA,2,41,SAS,Chris Carrawell,,,,Duke University,,,,,,,,,,,,,,,
66,1361,2000,NBA,2,46,TOR,DeeAndre Hulett,,,,College of the Sequoias,,,,,,,,,,,,,,,
67,1362,2000,NBA,2,47,SEA,Josip Sesar,,,,,,,,,,,,,,,,,,,
68,1363,2000,NBA,2,48,PHI,Mark Karcher,,,,Temple University,,,,,,,,,,,,,,,
69,1364,2000,NBA,2,54,SAS,Cory Hightower,,,,Indian Hills Community College,,,,,,,,,,,,,,,
70,1365,2000,NBA,2,56,IND,Jaquay Walls,,,,University of Colorado,,,,,,,,,,,,,,,
71,1366,2000,NBA,2,57,ATL,Scoonie Penn,,,,Ohio State University,,,,,,,,,,,,,,,
72,1367,2000,NBA,2,58,DAL,Pete Mickeal,,,,University of Cincinnati,,,,,,,,,,,,,,,
73,1368,2001,NBA,2,39,NYK,Michael Wright,,,,University of Arizona,,,,,,,,,,,,,,,
74,1369,2001,NBA,2,43,NYK,Eric Chenowith,,,,University of Kansas,,,,,,,,,,,,,,,
75,1370,2001,NBA,2,44,DAL,Kyle Hill,,,,Eastern Illinois University,,,,,,,,,,,,,,,
76,1371,2001,NBA,2,47,DEN,Ousmane Cisse,,,,,,,,,,,,,,,,,,,
77,1372,2001,NBA,2,52,MIL,Andre Hutson,,,,Michigan State University,,,,,,,,,,,,,,,
78,1373,2001,NBA,2,55,SAC,Maurice Jeffers,,,,Saint Louis University,,,,,,,,,,,,,,,
79,1374,2001,NBA,2,56,SAS,Robertas Javtokas,21.104,C,lt,,,,,,,,,,,,,,,,
80,1375,2001,NBA,2,58,SAS,Bryan Bracey,,,,University of Oregon,,,,,,,,,,,,,,,
81,1376,2002,NBA,2,30,GSW,Steve Logan,,,,University of Cincinnati,,,,,,,,,,,,,,,
82,1377,2002,NBA,2,36,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,,
