,Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
54,1051,2006,NBA,2,46,UTA,Dee Brown,21.320,G,us,University of Illinois at Urbana-Champaign,2007,2009,68,10.5,2.1,1.0,1.8,0.5,0.1,.340,.389,.250,.643,0.1,.008
55,1052,2007,NBA,1,19,LAL,Javaris Crittenton,19.184,G,us,Georgia Institute of Technology,2008,2009,113,16.4,5.3,2.4,1.8,0.5,0.1,.442,.466,.231,.638,0.1,.002
56,1053,2007,NBA,2,42,POR,Derrick Byars,23.069,F,us,Vanderbilt University,2012,2012,2,18.5,5.0,5.5,0.5,1.0,0.0,.273,.600,.000,1.000,0.1,.147
57,1054,2008,NBA,1,30,BOS,J.R. Giddens,23.139,G,us,University of New Mexico,2009,2010,38,6.5,1.9,1.4,0.3,0.3,0.1,.476,.566,.000,.565,0.1,.027
58,1055,2010,NBA,2,57,IND,Ryan Reid,23.243,F,us,Florida State University,2012,2012,5,3.4,1.6,0.4,0.0,0.0,0.0,.800,.800,,,0.1,.142
59,1056,2011,NBA,2,47,LAC,Travis Leslie,21.091,G,us,University of Georgia,2012,2012,10,4.5,1.4,0.9,0.5,0.2,0.2,.357,.357,,.444,0.1,.060
60,1057,2012,NBA,2,42,MIL,Doron Lamb,20.240,G,us,University of Kentucky,2013,2014,100,12.7,3.5,1.0,0.8,0.2,0.0,.381,.372,.394,.700,0.1,.005
61,1058,2013,NBA,2,46,UTA,Erick Green,22.055,G,us,Virginia Polytechnic Institute and State University,2015,2016,52,8.7,3.1,0.7,0.8,0.3,0.0,.377,.415,.288,.857,0.1,.011
62,1059,2014,NBA,1,28,LAC,C.J. Wilcox,23.184,G,us,University of Washington,2015,2017,66,5.7,2.0,0.5,0.5,0.2,0.1,.370,.397,.333,.813,0.1,.007
63,1060,2014,NBA,2,48,MIL,Lamar Patterson,22.324,G-F,us,University of Pittsburgh,2016,2017,40,10.9,2.3,1.4,1.1,0.3,0.1,.326,.450,.236,.720,0.1,.006
66,1061,2014,NBA,2,55,MIA,Semaj Christon,21.242,G,us,Xavier University,2017,2017,64,15.2,2.9,1.4,2.0,0.4,0.1,.345,.406,.190,.548,0.1,.006
67,1062,2016,NBA,1,25,LAC,Brice Johnson,22.002,F,us,University of North Carolina,2017,2018,21,5.1,2.2,1.6,0.1,0.5,0.3,.449,.458,.000,.600,0.1,.062
68,1063,2016,NBA,1,30,GSW,Damian Jones,20.364,F-C,us,Vanderbilt University,2017,2018,25,7.0,1.8,1.5,0.1,0.1,0.3,.500,.500,,.400,0.1,.025
69,1064,2016,NBA,2,37,HOU,Chinanu Onuaku,19.239,F-C,us,University of Louisville,2017,2018,6,12.3,3.0,2.3,0.7,0.5,0.2,.583,.583,,1.000,0.1,.043
70,1065,2016,NBA,2,45,BOS,Demetrius Jackson,21.295,G,us,University of Notre Dame,2017,2018,20,4.9,1.3,0.8,0.6,0.3,0.1,.455,.571,.250,.500,0.1,.029
71,1066,2016,NBA,2,56,DEN,Daniel Hamilton,20.325,G-F,us,University of Connecticut,2018,2018,6,4.7,2.0,0.8,1.3,0.2,0.0,.455,.500,.400,,0.1,.169
72,1067,2017,NBA,1,17,MIL,D.J. Wilson,21.129,F,us,University of Michigan,2018,2018,22,3.2,1.0,0.5,0.1,0.1,0.0,.563,.636,.400,.500,0.1,.054
73,1068,2017,NBA,2,42,UTA,Thomas Bryant,19.331,C,us,Indiana University,2018,2018,15,4.8,1.5,1.1,0.4,0.1,0.1,.381,.636,.100,.556,0.1,.050
74,1069,2017,NBA,2,47,IND,Ike Anigbogu,18.248,F-C,us,"University of California, Los Angeles",2018,2018,11,2.7,1.2,0.8,0.0,0.1,0.3,.444,.444,,.833,0.1,.165
75,1070,1992,NBA,1,25,LAC,Elmore Spencer,22.206,C,us,"University of Nevada, Las Vegas",1993,1997,157,16.8,5.9,3.5,0.7,0.3,1.1,.516,.518,.000,.580,0.0,.001
76,1071,1992,NBA,2,37,MIA,Isaiah Morris,23.089,F,us,University of Arkansas,1993,1993,25,4.1,2.2,0.5,0.2,0.1,0.0,.456,.456,,.750,0.0,-0.022
77,1072,1992,NBA,2,48,PHO,Brian Davis,22.009,F-G,us,Duke University,1994,1994,68,5.5,1.9,0.8,0.3,0.2,0.1,.317,.317,.333,.735,0.0,.000
78,1073,1992,NBA,2,52,CHI,Matt Steigenga,22.095,F,us,Michigan State University,1997,1997,2,6.0,1.5,1.5,1.0,0.5,0.5,.250,.500,.000,.500,0.0,-0.126
79,1074,1993,NBA,2,35,MIA,Ed Stokes,21.306,C,us,University of Arizona,1998,1998,4,4.3,0.8,1.0,0.3,0.3,0.5,.333,.333,,.500,0.0,-0.077
80,1075,1993,NBA,2,42,SEA,Adonis Jordan,22.319,G,us,University of Kansas,1994,1999,10,9.7,2.1,0.6,2.2,0.3,0.1,.296,.333,.250,.500,0.0,-0.015
81,1076,1993,NBA,2,46,HOU,Richard Petruska,24.162,C-F,sk,"University of California, Los Angeles",1994,1994,22,4.2,2.4,1.4,0.0,0.1,0.1,.435,.419,.467,.750,0.0,-0.014
82,1077,1993,NBA,2,48,POR,Kevin Thompson,22.149,C-F,us,North Carolina State University,1994,1994,14,4.1,0.9,0.9,0.2,0.0,0.1,.429,.462,.000,.500,0.0,-0.016
83,1078,1994,NBA,2,40,MIA,Jeff Webster,23.136,F,us,University of Oklahoma,1996,1996,11,5.3,1.6,0.6,0.3,0.4,0.0,.348,.353,.333,,0.0,-0.030
84,1079,1994,NBA,2,50,PHO,Charles Claxton,23.204,C,vi,University of Georgia,1996,1996,3,2.3,0.7,0.7,0.0,0.0,0.3,.500,.500,,.000,0.0,-0.179
85,1080,1995,NBA,2,30,DET,Lou Roe,22.354,F,us,University of Massachusetts Amherst,1996,1997,66,7.3,2.0,1.4,0.3,0.2,0.1,.333,.347,.250,.647,0.0,-0.001
88,1081,1995,NBA,2,35,TOR,Jimmy King,21.328,G,us,University of Michigan,1996,1997,64,13.9,4.5,1.8,1.4,0.4,0.2,.429,.471,.147,.691,0.0,.001
89,1082,1995,NBA,2,36,VAN,Lawrence Moten,23.100,G,us,Syracuse University,1996,1998,119,15.2,6.3,1.5,1.5,0.6,0.3,.408,.450,.299,.652,0.0,.001
90,1083,1995,NBA,2,37,LAL,Frankie King,23.027,G,us,Western Carolina University,1996,1997,13,6.1,2.1,1.2,0.5,0.5,0.0,.357,.360,.333,.750,0.0,.025
91,1084,1995,NBA,2,40,GSW,Dwayne Whitfield,22.316,F,us,Jackson State University,1996,1996,8,15.3,5.0,3.1,0.3,0.4,0.3,.433,.433,,.636,0.0,.010
92,1085,1996,NBA,2,41,SAC,Jason Sasser,22.170,F,us,Texas Tech University,1997,1999,14,7.7,2.1,1.1,0.3,0.4,0.0,.412,.419,.333,.500,0.0,-0.014
93,1086,1996,NBA,2,53,MIL,Jeff Nordgaard,23.129,F,us,University of Wisconsin-Green Bay,1998,1998,13,3.7,1.4,1.1,0.2,0.2,0.0,.278,.278,,.889,0.0,.043
94,1087,1997,NBA,2,32,DEN,James Cotton,21.199,G,us,"California State University, Long Beach",1998,1999,19,4.8,2.6,0.8,0.0,0.2,0.1,.359,.438,.000,.778,0.0,.008
95,1088,1997,NBA,2,36,PHI,James Collins,23.238,G,us,Florida State University,1998,1998,23,4.5,2.6,0.6,0.1,0.3,0.1,.382,.343,.450,.571,0.0,.008
96,1089,1998,NBA,1,18,HOU,Mirsad Turkcan,22.022,F,rs,,2000,2000,17,5.3,1.9,1.9,0.3,0.2,0.1,.368,.438,.000,.625,0.0,-0.019
97,1090,1999,NBA,1,25,MIA,Tim James,22.191,F,us,University of Miami,2000,2002,43,6.1,1.6,1.1,0.3,0.0,0.2,.329,.329,.333,.652,0.0,-0.003
98,1091,1999,NBA,2,45,SAC,Ryan Robertson,22.276,G,us,University of Kansas,2000,2000,1,25.0,5.0,0.0,0.0,0.0,0.0,.333,.500,.000,1.000,0.0,-0.022
99,1092,1999,NBA,2,49,CHI,Lari Ketner,22.154,F-C,us,University of Massachusetts Amherst,2000,2001,25,5.6,1.4,1.4,0.1,0.2,0.1,.406,.406,,.667,0.0,-0.015
100,1093,2000,NBA,2,53,DEN,Dan McClintock,23.076,C,us,Northern Arizona University,2001,2001,6,9.7,3.0,2.8,0.2,0.0,0.3,.500,.500,,.000,0.0,.007
101,1094,2001,NBA,2,33,MEM,Will Solomon,22.348,G,us,Clemson University,2002,2009,115,13.8,5.1,1.1,2.0,0.5,0.1,.378,.439,.298,.692,0.0,.000
102,1095,2001,NBA,2,41,IND,Jamison Brewer,20.225,G,us,Auburn University,2002,2005,54,8.7,1.6,0.9,1.0,0.4,0.0,.372,.435,.250,.393,0.0,-0.001
103,1096,2001,NBA,2,49,MIA,Ken Johnson,23.152,F-C,us,Ohio State University,2003,2003,16,9.8,2.0,2.0,0.0,0.1,0.8,.405,.405,,.333,0.0,-0.002
104,1097,2002,NBA,1,6,CLE,Dajuan Wagner,19.147,G,us,University of Memphis,2003,2007,103,21.4,9.4,1.4,1.9,0.7,0.1,.366,.385,.321,.770,0.0,.000
105,1098,2002,NBA,2,32,MEM,Robert Archibald,22.094,F,gb,University of Illinois at Urbana-Champaign,2003,2004,44,7.5,1.2,1.6,0.4,0.3,0.1,.283,.283,,.429,0.0,-0.004
106,1099,2002,NBA,2,38,HOU,Tito Maddox,21.024,G,us,"California State University, Fresno",2003,2003,9,3.9,1.2,0.8,0.6,0.3,0.1,.250,.333,.000,.625,0.0,-0.011
107,1100,2002,NBA,2,48,MIL,Chris Owens,23.123,F,us,University of Texas at Austin,2003,2003,1,6.0,4.0,1.0,0.0,0.0,0.0,.667,.667,,,0.0,-0.032
0,1101,2002,NBA,2,57,SAS,Randy Holcomb,22.328,F,us,San Diego State University,2006,2006,4,2.8,0.5,0.3,0.0,0.0,0.0,1.000,1.000,,,0.0,.150
1,1102,2003,NBA,2,33,MIA,Jerome Beasley,23.045,F,us,University of North Dakota,2004,2004,2,2.5,1.0,0.5,0.0,0.0,0.0,.333,.333,,,0.0,-0.117
2,1103,2003,NBA,2,39,NYK,Slavko Vranes,20.152,C,rs,,2004,2004,1,3.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.371
3,1104,2003,NBA,2,40,GSW,Derrick Zimmerman,21.211,G,us,Mississippi State University,2006,2006,2,16.0,2.0,2.0,3.5,0.0,0.0,.667,.667,,,0.0,.004
4,1105,2004,NBA,2,31,CHI,Jackson Vroman,23.024,F-C,us,Iowa State University,2005,2006,87,12.8,3.3,3.0,0.6,0.4,0.3,.408,.412,.000,.580,0.0,.001
5,1106,2004,NBA,2,32,WAS,Peter John Ramos,19.047,C,pr,,2005,2005,6,3.3,1.8,0.7,0.0,0.0,0.2,.500,.500,,.500,0.0,-0.108
6,1107,2004,NBA,2,55,HOU,Luis Flores,23.080,G,do,Manhattan College,2005,2005,16,4.8,2.2,0.2,0.7,0.1,0.0,.483,.474,.500,1.000,0.0,-0.020
7,1108,2005,NBA,1,20,DEN,Julius Hodge,21.228,G,us,North Carolina State University,2006,2007,23,4.3,1.2,0.7,0.8,0.3,0.0,.440,.440,,.500,0.0,.003
8,1109,2005,NBA,2,44,ORL,Martynas Andriuskevicius,19.113,C,lt,,2006,2006,6,1.5,0.0,0.7,0.0,0.3,0.0,.000,.000,,,0.0,.155
9,1110,2005,NBA,2,51,UTA,Robert Whaley,23.079,C,us,Walsh University,2006,2006,23,9.2,2.1,1.9,0.7,0.3,0.3,.404,.404,,.500,0.0,.004
10,1111,2006,NBA,1,19,SAC,Quincy Douby,22.048,G,us,Rutgers University,2007,2009,143,10.7,4.1,1.1,0.7,0.3,0.1,.389,.436,.312,.884,0.0,.000
11,1112,2006,NBA,1,22,NJN,Marcus Williams,20.212,G,us,University of Connecticut,2007,2010,203,15.2,5.6,1.8,2.8,0.4,0.0,.386,.421,.321,.767,0.0,-0.001
12,1113,2006,NBA,2,38,GSW,Kosta Perovic,21.134,C,hr,,2008,2008,7,5.4,1.4,1.9,0.1,0.0,0.3,.300,.300,,.667,0.0,.060
13,1114,2006,NBA,2,52,LAC,Guillermo Diaz,21.121,G,pr,University of Miami,2008,2008,6,3.0,0.8,0.3,0.2,0.0,0.0,.250,.333,.000,.600,0.0,.033
14,1115,2007,NBA,1,25,UTA,Morris Almond,22.151,G,us,Rice University,2008,2012,38,9.5,3.1,1.2,0.3,0.3,0.1,.381,.404,.292,.743,0.0,.005
15,1116,2007,NBA,2,36,GSW,Jermareo Davidson,22.230,F,us,University of Alabama,2008,2009,52,8.3,3.1,1.8,0.3,0.2,0.3,.425,.425,,.578,0.0,.000
16,1117,2007,NBA,2,51,CHI,JamesOn Curry,21.177,G,us,Oklahoma State University,2010,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
17,1118,2008,NBA,2,39,CHI,Sonny Weems,21.359,G-F,us,University of Arkansas,2009,2016,183,18.2,6.5,2.2,1.4,0.5,0.2,.465,.487,.283,.702,0.0,.001
18,1119,2008,NBA,2,42,SAC,Sean Singletary,22.299,G,us,University of Virginia,2009,2009,37,8.2,2.4,0.9,0.8,0.3,0.0,.365,.350,.400,.857,0.0,.006
19,1120,2008,NBA,2,58,LAL,Joe Crawford,22.015,F,us,University of Kentucky,2009,2009,2,11.5,4.5,2.0,0.5,0.5,0.0,.300,.333,.250,1.000,0.0,.037
22,1121,2009,NBA,2,48,PHO,Taylor Griffin,23.074,F,us,University of Oklahoma,2010,2010,8,4.0,1.3,0.3,0.1,0.0,0.3,.400,.500,.000,.500,0.0,-0.039
23,1122,2010,NBA,1,24,ATL,Damion James,22.266,G-F,us,University of Texas at Austin,2011,2014,39,16.0,3.8,3.4,0.7,0.6,0.5,.415,.433,.000,.667,0.0,-0.001
24,1123,2010,NBA,2,46,PHO,Gani Lawal,21.234,F,us,Georgia Institute of Technology,2011,2011,1,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.009
25,1124,2010,NBA,2,50,DAL,Solomon Alabi,22.100,C,ng,Florida State University,2011,2012,26,7.0,1.5,2.3,0.2,0.2,0.4,.314,.314,,.700,0.0,.010
26,1125,2010,NBA,2,53,ATL,Pape Sy,22.085,F,fr,,2011,2011,3,7.0,2.3,1.0,0.7,0.3,0.0,.333,.400,.000,1.000,0.0,-0.047
27,1126,2010,NBA,2,56,MIN,Hamady N'Diaye,23.169,C,sn,Rutgers University,2011,2014,33,4.8,0.6,0.8,0.1,0.1,0.3,.467,.467,,.462,0.0,.013
28,1127,2011,NBA,2,37,LAC,Trey Thompkins,21.039,F,us,University of Georgia,2012,2012,24,5.0,2.4,1.0,0.1,0.1,0.1,.393,.417,.308,.714,0.0,.004
29,1128,2011,NBA,2,46,LAL,Andrew Goudelock,22.203,G,us,College of Charleston,2012,2016,49,9.7,4.0,0.7,0.5,0.2,0.0,.393,.429,.345,.875,0.0,.003
30,1129,2011,NBA,2,48,ATL,Keith Benson,22.319,C,us,Oakland University,2012,2012,3,3.0,0.0,1.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.005
31,1130,2012,NBA,1,16,HOU,Royce White,21.085,F,us,Iowa State University,2014,2014,3,3.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.121
32,1131,2012,NBA,1,22,BOS,Fab Melo,22.014,C,br,Syracuse University,2013,2013,6,6.0,1.2,0.5,0.0,0.3,0.3,.500,.500,,.250,0.0,.021
33,1132,2013,NBA,2,33,CLE,Carrick Felix,22.320,G,us,Arizona State University,2014,2014,7,5.4,2.7,0.9,0.6,0.0,0.0,.500,.556,.400,.750,0.0,.057
34,1133,2013,NBA,2,41,MEM,Jamaal Franklin,21.347,G,us,San Diego State University,2014,2015,24,7.3,1.8,1.0,0.4,0.2,0.1,.415,.393,.462,1.000,0.0,-0.006
35,1134,2013,NBA,2,42,PHI,Pierre Jackson,21.308,G,us,Baylor University,2017,2017,8,10.5,4.4,1.1,2.4,0.3,0.0,.333,.357,.273,.857,0.0,.021
36,1135,2014,NBA,2,51,NYK,Thanasis Antetokounmpo,21.349,F,gr,,2016,2016,2,3.0,3.0,0.5,0.0,0.0,0.0,.750,1.000,.000,,0.0,.291
37,1136,2015,NBA,2,56,NOP,Branden Dawson,22.149,F,us,Michigan State University,2016,2016,6,4.8,0.8,0.7,0.0,0.0,0.2,.400,.400,,1.000,0.0,.069
38,1137,2016,NBA,1,17,MEM,Wade Baldwin,20.091,G,us,Vanderbilt University,2017,2018,40,12.1,3.6,1.4,1.7,0.5,0.2,.368,.394,.259,.787,0.0,-0.004
39,1138,2016,NBA,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse University,2017,2018,48,10.9,3.5,1.2,0.5,0.3,0.0,.367,.422,.294,.780,0.0,.001
40,1139,2016,NBA,1,26,PHI,Furkan Korkmaz,18.339,G,tr,,2018,2018,14,5.7,1.6,0.8,0.3,0.1,0.1,.286,.273,.294,.500,0.0,-0.006
41,1140,2016,NBA,2,41,ORL,Stephen Zimmerman,19.292,C,us,"University of Nevada, Las Vegas",2017,2017,19,5.7,1.2,1.8,0.2,0.1,0.3,.323,.323,,.600,0.0,-0.005
44,1141,2016,NBA,2,46,DAL,A.J. Hammons,23.306,C,us,Purdue University,2017,2017,22,7.4,2.2,1.6,0.2,0.0,0.6,.405,.375,.500,.450,0.0,-0.001
45,1142,2016,NBA,2,55,BRK,Marcus Paige,22.291,G,us,University of North Carolina,2018,2018,5,5.6,2.4,0.8,0.6,0.0,0.0,.286,.333,.250,1.000,0.0,-0.006
46,1143,2017,NBA,1,11,CHO,Malik Monk,19.143,G,us,University of Kentucky,2018,2018,63,13.6,6.7,1.0,1.4,0.3,0.1,.360,.385,.342,.842,0.0,.001
47,1144,2017,NBA,1,16,CHI,Justin Patton,20.013,C,us,Creighton University,2018,2018,1,4.0,2.0,0.0,0.0,1.0,0.0,.500,.500,,,0.0,.151
48,1145,2017,NBA,1,24,UTA,Tyler Lydon,21.079,F,us,Syracuse University,2018,2018,1,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.014
49,1146,2017,NBA,1,26,POR,Caleb Swanigan,20.070,F,us,Purdue University,2018,2018,27,7.0,2.3,2.0,0.5,0.2,0.1,.400,.442,.125,.667,0.0,-0.003
50,1147,2017,NBA,1,28,LAL,Tony Bradley,19.170,F-C,us,University of North Carolina,2018,2018,9,3.2,0.9,1.2,0.1,0.0,0.0,.273,.300,.000,1.000,0.0,.033
51,1148,2017,NBA,2,52,NOP,Edmond Sumner,21.179,G,us,Xavier University,2018,2018,1,2.0,2.0,1.0,0.0,0.0,0.0,1.000,1.000,,,0.0,.425
52,1149,1993,NBA,1,18,UTA,Luther Wright,21.287,C,us,Seton Hall University,1994,1994,15,6.1,1.3,0.7,0.0,0.1,0.1,.348,.364,.000,.750,-0.1,-0.064
53,1150,1993,NBA,2,34,GSW,Darnell Mee,22.145,G,us,Western Kentucky University,1994,1995,40,7.3,1.9,0.9,0.5,0.4,0.3,.312,.348,.222,.444,-0.1,-0.020
54,1151,1995,NBA,2,55,GSW,Michael McDonald,26.141,C,us,University of New Orleans,1998,1998,1,4.0,0.0,1.0,0.0,0.0,0.0,,,,,-0.1,-0.638
55,1152,1995,NBA,2,57,ATL,Cuonzo Martin,23.284,G-F,us,Purdue University,1996,1997,7,4.6,1.3,0.4,0.4,0.1,0.0,.250,.000,.600,.000,-0.1,-0.151
56,1153,1996,NBA,2,51,VAN,Chris Robinson,22.091,G,us,Western Kentucky University,1997,1998,76,14.4,4.6,1.5,1.4,0.6,0.2,.376,.378,.374,.571,-0.1,-0.003
57,1154,1997,NBA,1,20,MIN,Paul Grant,23.176,C,us,University of Wisconsin,1999,2004,16,6.9,1.8,1.1,0.2,0.1,0.1,.448,.448,,.375,-0.1,-0.043
58,1155,1997,NBA,2,45,WAS,God Shammgod,21.062,G,us,Providence College,1998,1998,20,7.3,3.1,0.4,1.8,0.4,0.1,.328,.339,.000,.767,-0.1,-0.049
59,1156,1998,NBA,2,37,PHI,Casey Shaw,22.345,C,us,University of Toledo,1999,1999,9,1.6,0.2,0.3,0.0,0.0,0.0,.125,.125,,,-0.1,-0.498
60,1157,1998,NBA,2,38,NYK,DeMarco Johnson,22.267,F,us,University of North Carolina at Charlotte,2000,2000,5,7.4,1.2,1.4,0.0,0.2,0.0,.333,.333,,,-0.1,-0.091
61,1158,1998,NBA,2,42,ORL,Miles Simon,22.221,G,se,University of Arizona,1999,1999,5,3.8,0.4,0.4,0.0,0.2,0.0,.200,.333,.000,,-0.1,-0.289
62,1159,1999,NBA,2,30,LAL,John Celestand,22.121,G,us,Villanova University,2000,2000,16,11.6,2.3,0.7,1.3,0.4,0.0,.333,.361,.222,.833,-0.1,-0.038
63,1160,2000,NBA,2,35,WAS,Mike Smith,24.080,F,us,University of Louisiana at Monroe,2001,2001,17,10.6,3.0,1.3,0.6,0.3,0.2,.322,.390,.167,.625,-0.1,-0.033
66,1161,2001,NBA,2,32,ORL,Omar Cook,19.155,G,us,St. John's University,2004,2005,22,9.7,1.7,0.6,2.1,0.7,0.0,.333,.370,.000,.500,-0.1,-0.021
67,1162,2004,NBA,1,21,UTA,Pavel Podkolzin,19.165,C,ru,,2005,2006,6,4.7,0.7,1.5,0.0,0.0,0.2,.000,.000,,.500,-0.1,-0.163
68,1163,2004,NBA,2,50,DAL,Vassilis Spanoulis,21.327,G,gr,,2007,2007,31,8.8,2.7,0.7,0.9,0.2,0.0,.319,.419,.172,.810,-0.1,-0.010
69,1164,2005,NBA,1,12,LAC,Yaroslav Korolev,18.057,F,ru,,2006,2007,34,4.9,1.1,0.5,0.4,0.2,0.0,.283,.294,.250,.625,-0.1,-0.024
70,1165,2006,NBA,2,51,LAL,Cheikh Samb,21.254,C,sn,,2008,2009,22,5.2,1.0,1.4,0.0,0.2,0.5,.250,.273,.000,.444,-0.1,-0.056
71,1166,2006,NBA,2,60,DET,Will Blalock,22.299,G,us,Iowa State University,2007,2007,14,11.9,1.8,1.1,1.2,0.4,0.0,.300,.320,.200,1.000,-0.1,-0.032
72,1167,2007,NBA,2,33,SAS,Marcus Williams,20.227,F,us,University of Arizona,2008,2009,13,3.0,1.1,0.9,0.2,0.1,0.1,.318,.318,,,-0.1,-0.084
73,1168,2007,NBA,2,40,LAL,Sun Yue,21.239,G,cn,,2009,2009,10,2.8,0.6,0.0,0.2,0.1,0.1,.273,.600,.000,,-0.1,-0.226
74,1169,2007,NBA,2,52,POR,Taurean Green,20.217,G,us,University of Florida,2008,2008,17,4.4,1.6,0.6,0.6,0.1,0.0,.280,.357,.182,.917,-0.1,-0.066
75,1170,2008,NBA,2,32,SEA,Walter Sharpe,21.349,F,us,University of Alabama at Birmingham,2009,2009,8,2.5,1.0,0.4,0.0,0.0,0.3,.364,.444,.000,.000,-0.1,-0.131
76,1171,2008,NBA,2,43,SAC,Patrick Ewing,24.043,F,us,Georgetown University,2011,2011,7,2.7,0.4,0.3,0.3,0.0,0.1,.000,.000,.000,.750,-0.1,-0.158
77,1172,2009,NBA,2,35,DET,DaJuan Summers,21.158,F,us,Georgetown University,2010,2013,83,9.9,3.3,1.0,0.3,0.2,0.1,.384,.392,.367,.642,-0.1,-0.008
78,1173,2010,NBA,2,31,NJN,Tibor Pleiss,20.239,C,de,,2016,2016,12,6.8,2.0,1.3,0.2,0.1,0.2,.440,.478,.000,1.000,-0.1,-0.041
79,1174,2010,NBA,2,34,POR,Armon Johnson,21.126,G,us,"University of Nevada, Reno",2011,2012,47,8.5,3.3,1.0,1.2,0.2,0.0,.458,.465,.400,.679,-0.1,-0.015
80,1175,2011,NBA,2,35,SAC,Tyler Honeycutt,20.348,F,us,"University of California, Los Angeles",2012,2013,24,5.0,1.2,1.0,0.4,0.2,0.2,.314,.333,.200,.714,-0.1,-0.049
81,1176,2012,NBA,2,38,DEN,Quincy Miller,19.227,F,us,Baylor University,2013,2015,69,13.5,4.3,2.4,0.5,0.4,0.5,.350,.383,.292,.706,-0.1,-0.003
82,1177,2012,NBA,2,51,BOS,Kris Joseph,23.199,F,ca,Syracuse University,2013,2013,10,5.4,0.9,0.7,0.1,0.3,0.0,.143,.182,.000,.625,-0.1,-0.127
83,1178,2013,NBA,2,40,POR,Grant Jerrett,19.359,F,us,University of Arizona,2015,2015,8,6.4,2.0,1.1,0.4,0.3,0.3,.269,.545,.067,1.000,-0.1,-0.128
84,1179,2013,NBA,2,49,CHI,Erik Murphy,22.250,F,fr,University of Florida,2014,2014,24,2.6,0.3,0.3,0.1,0.0,0.2,.231,.300,.000,,-0.1,-0.055
85,1180,2013,NBA,2,52,MIN,Lorenzo Brown,22.311,G,us,North Carolina State University,2014,2018,77,12.6,3.1,1.6,2.0,0.6,0.1,.375,.466,.154,.684,-0.1,-0.003
88,1181,2014,NBA,2,31,MIL,Damien Inglis,19.042,F,gf,,2016,2016,20,7.8,1.8,1.6,0.5,0.3,0.2,.351,.417,.231,.875,-0.1,-0.024
89,1182,2014,NBA,2,42,HOU,Nick Johnson,21.191,G,us,University of Arizona,2015,2015,28,9.4,2.6,1.4,0.4,0.3,0.1,.347,.389,.238,.680,-0.1,-0.020
90,1183,2014,NBA,2,49,CHI,Cameron Bairstow,23.207,F-C,au,University of New Mexico,2015,2016,36,4.6,1.2,1.0,0.2,0.1,0.1,.296,.306,.200,.846,-0.1,-0.021
91,1184,2016,NBA,1,18,DET,Henry Ellenson,19.166,F,us,Marquette University,2017,2018,57,8.3,3.7,2.1,0.5,0.1,0.0,.362,.400,.316,.784,-0.1,-0.008
92,1185,2016,NBA,1,21,ATL,DeAndre Bembry,21.360,F,us,Saint Joseph's University,2017,2018,64,12.9,3.7,2.0,1.2,0.5,0.3,.442,.494,.250,.510,-0.1,-0.005
93,1186,2016,NBA,2,40,NOP,Diamond Stone,19.138,C,us,University of Maryland,2017,2017,7,3.4,1.4,0.9,0.0,0.0,0.1,.231,.231,,1.000,-0.1,-0.211
94,1187,2016,NBA,2,48,CHI,Paul Zipser,22.131,G-F,de,,2017,2018,98,17.0,4.7,2.6,0.8,0.4,0.3,.371,.402,.335,.758,-0.1,-0.002
95,1188,2016,NBA,2,49,DET,Michael Gbinije,24.024,G,us,Syracuse University,2017,2017,9,3.6,0.4,0.3,0.2,0.0,0.0,.100,.167,.000,1.000,-0.1,-0.136
96,1189,2016,NBA,2,51,BOS,Ben Bentil,21.092,F,gh,Providence College,2017,2017,3,3.3,0.0,0.7,0.0,0.0,0.0,.000,.000,.000,,-0.1,-0.473
97,1190,2016,NBA,2,58,BOS,Abdel Nader,22.277,F,eg,Iowa State University,2018,2018,48,10.9,3.0,1.5,0.5,0.3,0.2,.336,.321,.354,.590,-0.1,-0.014
98,1191,2017,NBA,2,40,NOP,Dwayne Bacon,21.302,G,us,Florida State University,2018,2018,53,13.5,3.3,2.3,0.7,0.3,0.0,.375,.409,.256,.800,-0.1,-0.007
99,1192,2017,NBA,2,53,BOS,Kadeem Allen,24.164,G,us,University of Arizona,2018,2018,18,5.9,1.1,0.6,0.7,0.2,0.1,.273,.545,.000,.778,-0.1,-0.039
100,1193,1995,NBA,1,19,DET,Randolph Childress,22.285,G,us,Wake Forest University,1996,1997,51,7.9,2.4,0.5,1.0,0.3,0.0,.328,.396,.273,.800,-0.2,-0.026
101,1194,1995,NBA,2,31,CHI,Dragan Tarlac,22.055,C,rs,,2001,2001,43,13.9,2.4,2.8,0.7,0.2,0.4,.394,.394,,.758,-0.2,-0.016
102,1195,1995,NBA,2,32,WSB,Terrence Rencher,22.134,G,us,University of Texas at Austin,1996,1996,36,11.3,2.9,1.2,1.5,0.4,0.1,.330,.338,.310,.674,-0.2,-0.021
